Date,Actual_AQI,ARIMA_Predicted,Residual,Split
2022-07-17,114.0,120.66494503533235,-6.664945035332352,train
2022-07-18,118.0,119.4464704927946,-1.446470492794603,train
2022-07-19,112.9,120.845919962535,-7.945919962535001,train
2022-07-20,108.4,118.02167696396816,-9.621676963968156,train
2022-07-21,101.9,115.68058468461705,-13.78058468461704,train
2022-07-22,77.5,112.33126887269363,-34.83126887269363,train
2022-07-23,65.8,100.83016695576362,-35.03016695576362,train
2022-07-24,73.1,95.21463914697347,-22.114639146973474,train
2022-07-25,105.0,97.58814110180901,7.411858898190985,train
2022-07-26,122.3,110.6699783935343,11.630021606465704,train
2022-07-27,110.6,116.94902642649967,-6.349026426499677,train
2022-07-28,118.5,110.86671037170295,7.6332896282970495,train
2022-07-29,126.4,114.34064689714904,12.059353102850963,train
2022-07-30,102.9,117.33029466016119,-14.43029466016118,train
2022-07-31,103.5,106.29212316007607,-2.7921231600760734,train
2022-08-01,90.5,106.75993121459162,-16.259931214591617,train
2022-08-02,122.2,100.31064869967686,21.889351300323142,train
2022-08-03,108.1,114.38204000937148,-6.282040009371485,train
2022-08-04,97.2,106.86130970975702,-9.66130970975702,train
2022-08-05,103.1,102.04771597707385,1.0522840229261448,train
2022-08-06,117.0,104.49890709646122,12.501092903538776,train
2022-08-07,113.7,110.19906049825414,3.5009395017458615,train
2022-08-08,176.0,108.14441740470329,67.85558259529671,train
2022-08-09,115.9,136.323919014188,-20.423919014187987,train
2022-08-10,118.4,108.08913591833905,10.310864081660952,train
2022-08-11,109.5,111.09350124601939,-1.593501246019386,train
2022-08-12,125.4,106.87910354334718,18.52089645665282,train
2022-08-13,78.3,114.26322575519139,-35.96322575519139,train
2022-08-14,95.8,92.59697962926201,3.2030203707379883,train
2022-08-15,111.5,101.38876292592488,10.11123707407512,train
2022-08-16,104.8,107.58578456814259,-2.7857845681425886,train
2022-08-17,113.8,104.07999516593586,9.720004834064142,train
2022-08-18,135.7,108.2482142464432,27.45178575355679,train
2022-08-19,127.9,117.90936893958374,9.990631060416263,train
2022-08-20,110.0,114.13600392577024,-4.13600392577024,train
